alim_code;alim_nom_fr;alim_carbo;alim_image_url;code
19646;Fromage blanc nature, 3% MG environ;3,46;;19646
20085;Poivron vert, cru;3,43;;20085
20312;Chou-fleur, cuit à la vapeur;3,41;;20312
25955;Soupe asiatique, avec pâtes, préemballée à réchauffer;3,4;;25955
20183;"Haricot mungo germé ou pousse de ""soja"", cru";3,4;;20183
20007;Carotte, appertisée, égouttée;3,4;;20007
18041;Lait de coco ou Crème de coco;3,4;;18041
11140;Sauce au beurre blanc, préemballée;3,4;;11140
11074;Gingembre, racine crue;3,4;;11074
20216;Pois mange-tout ou pois gourmand, bouilli/cuit à l'eau;3,39;;20216
20320;Haricot vert, bouilli/cuit à l'eau;3,39;;20320
8313;Mousse de foie de porc;3,39;;8313
25967;Soupe froide type Gaspacho ou Gazpacho, préemballée;3,38;;25967
20236;Poireau, surgelé, cru;3,35;;20236
18011;Eau de coco;3,33;;18011
20095;Chou rouge, bouilli/cuit à l'eau;3,32;;20095
2032;Jus de tomate, pur jus, salé à 6g/L;3,31;;2032
25065;Boeuf aux carottes;3,3;;25065
25101;Gratin de chou-fleur, préemballé;3,3;;25101
11157;Sauce moutarde, préemballée;3,3;;11157
5210;Vin (aliment moyen);3,29;;5210
19864;Tzatziki, à base fromage frais, préemballé;3,28;;19864
20074;Artichaut, cuit à la vapeur sous pression;3,24;;20074
20192;Tomate côtelée ou coeur de boeuf, crue;3,23;;20192
20266;Légumes pour ratatouille, surgelés;3,23;;20266
20308;Chou blanc, bouilli/cuit à l'eau;3,23;;20308
20321;Navet, bouilli/cuit à l'eau;3,23;;20321
10004;Coquille Saint-Jacques, noix et corail, cuite;3,22;;10004
5003;Cidre (aliment moyen);3,22;;5003
10021;Crevette, crue;3,21;;10021
25013;Pot-au-feu, préemballé;3,2;;25013
5011;"Bière ""de spécialités"" ou d'abbaye, régionales ou d'une brasserie (degré d'alcool variable)";3,2;;5011
25525;Pizza, sauce garniture pour;3,2;https://images.unsplash.com/photo-1565299624946-b28f40a0ae38?ixlib=rb-1.2.1&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=714&q=80;25525
8293;Tarama, préemballé;3,19;;8293
26054;Poisson en sauce, surgelé;3,18;;26054
19666;Fromage frais type petit suisse, nature, 10% MG environ;3,17;;19666
40103;Foie, agneau, cuit;3,16;;40103
25174;Poulet au curry et au lait de coco;3,15;;25174
20056;Champignon de Paris ou champignon de couche, cru;3,15;;20056
13067;Citron vert ou Lime, pulpe, cru;3,14;;13067
25600;Céleri rémoulade, préemballé;3,14;;25600
20313;Courgette, pulpe et peau, rôtie/cuite au four;3,13;;20313
22013;Oeuf, en poudre;3,11;;22013
25001;Blanquette de veau;3,1;;25001
25128;Poisson blanc à la provençale ou niçoise (sauce tomate), préemballé;3,1;;25128
20132;Potimarron, pulpe, cru;3,1;;20132
10049;Pétoncle ou Peigne du Pérou, noix, crue;3,1;;10049
19598;Yaourt, lait fermenté ou spécialité laitière, nature, à la crème;3,08;;19598
25616;Crudité, sans assaisonnement (aliment moyen);3,07;;25616
10043;Fruits de mer (aliment moyen);3,06;;10043
30315;Chorizo;3,05;;30315
16734;Matière grasse végétale (type margarine), à tartiner, à 30-40% MG, légère, demi-sel;3,05;;16734
20015;Chou vert, cuit;3,04;;20015
20160;Champignon, cèpe, cru;3,03;;20160
20584;Tomate grappe, crue;3,03;;20584
20156;Artichaut, fond, appertisé, égoutté;3,02;;20156
25143;Poisson blanc à la parisienne (sauce aux champignons), préemballé;3;;25143
20030;Haricot vert, cuit;3;;20030
20040;Poireau, cuit;3;;20040
20102;Champignon de Paris ou champignon de couche, bouilli/cuit à l'eau;3;;20102
19411;Crème d'Isigny AOP, >= 35% MG;3;;19411
19431;Crème de lait, 15 à 20% MG, légère, épaisse, rayon frais;3;;19431
18016;Limonade, sucrée, avec édulcorants;3;;18016
16733;Matière grasse végétale (type margarine), à tartiner, à 30-40% MG, légère, doux;3;;16733
40102;Foie, agneau, cru;2,92;;40102
8305;Pâté de foie de porc;2,91;;8305
20912;Tofu fumé, préemballé;2,91;;20912
25140;Poisson blanc à la florentine (sauce aux épinards), préemballé;2,9;;25140
19430;Crème de lait, 15 à 20% MG, légère, semi-épaisse, UHT;2,89;;19430
18903;Boisson au soja, aromatisée, sucrée, enrichie en calcium, préemballée;2,89;;18903
25904;Soupe de poissons et / ou crustacés, préemballée à réchauffer;2,88;;25904
8214;Pâté breton;2,88;;8214
20904;Tofu nature, préemballé;2,87;;20904
19402;Crème de lait ou spécialité à base de crème légère, teneur en matière grasse inconnue (aliment moyen);2,87;;19402
1000;Pastis;2,86;;1000
19696;Dessert au soja, aux amandes, fermenté, préemballé;2,85;;19696
19664;Fromage frais type petit suisse, nature, 4% MG environ;2,84;;19664
20026;Endive, crue;2,83;;20026
20278;Céleri-rave, purée;2,83;;20278
10080;Fruits de mer, cuits, surgelés;2,83;;10080
5207;Champagne;2,81;;5207
25003;Choucroute garnie, préemballée;2,8;;25003
20242;Tomate, pulpe et peau, bouillie/cuite à l'eau;2,8;;20242
13128;Chayote ou christophine ou chouchou, crue;2,8;;13128
30156;Merguez, boeuf et mouton, crue;2,8;;30156
19410;Crème de lait, 30% MG, épaisse, rayon frais;2,8;;19410
10026;Moule de Méditerranée, crue;2,77;;10026
22003;Oeuf, jaune (jaune d'oeuf), en poudre;2,77;;22003
18059;"Boisson concentrée à diluer, sans sucres ajoutés, avec édulcorants, type ""sirop 0%""";2,76;;18059
20259;Brocoli, purée;2,75;;20259
36204;Canard, viande et peau, cru;2,75;;36204
18907;Boisson à la noix de coco, nature, préemballée;2,75;;18907
26187;Anchois commun, mariné, préemballé;2,7;;26187
5001;"Bière ""coeur de marché"" (4-5° alcool)";2,7;;5001
10020;Bulot ou Buccin, cuit;2,69;;10020
10014;Moule commune, crue;2,69;;10014
10017;Clam, Praire ou Palourde, cru;2,66;;10017
19593;Yaourt, lait fermenté ou spécialité laitière, nature;2,65;;19593
20082;Chou-fleur, surgelé, cru;2,64;;20082
20028;Fenouil, cru;2,63;;20028
5214;Vin rouge;2,63;;5214
11005;Curry, poudre;2,63;;11005
5006;Cidre brut;2,62;;5006
11054;Mayonnaise (70% MG min.), préemballée;2,62;;11054
25901;Soupe à la volaille et aux légumes, préemballée à réchauffer;2,6;;25901
25125;Paupiette de veau;2,6;;25125
25509;Préparation à base de fromage(s) pour fondue savoyarde, préemballée;2,6;;25509
20008;Carotte, cuite;2,6;;20008
30316;Chorizo supérieur, doux ou fort, type saucisse sèche;2,6;;30316
11043;Tapenade;2,6;;11043
20288;Salade sucrine, crue;2,58;;20288
20011;Champignon, tout type, appertisé, égoutté;2,56;;20011
22506;Omelette au fromage;2,56;;22506
20497;Légumes pour couscous, cuits;2,55;;20497
11033;Basilic, frais;2,55;;11033
20019;Concombre, pulpe et peau, cru;2,54;;20019
25541;Brochette d'agneau;2,54;;25541
20304;Brocoli, cuit à la vapeur;2,53;;20304
25190;Poulet basquaise, préemballé;2,5;;25190
20272;Mesclun ou salade, mélange de jeunes pousses;2,5;;20272
20282;Asperge, blanche ou violette, pelée, crue;2,5;;20282
30150;Merguez, crue;2,5;;30150
12061;Fromage 100% brebis (Feta AOP ou type Feta);2,5;;12061
16742;Matière grasse végétale (type margarine) à 30-40% MG, légère, demi-sel, aux esters de stérol végétal;2,5;;16742
11055;Oignon au vinaigre;2,5;;11055
20047;Tomate, crue;2,49;;20047
20314;Céleri branche, cuit à l'étouffée;2,48;;20314
6260;Haché à base de boeuf ou Préparation de viande hachée de boeuf, 15% MG, cru, prémeballé;2,48;;6260
20159;Champignon, oronge vraie, crue;2,45;;20159
20161;Champignon, rosé des prés, cru;2,45;;20161
20200;Laitue iceberg, crue;2,45;;20200
8324;Foie gras, canard, bloc, 30% de morceaux;2,43;;8324
8331;Foie gras, canard, bloc (aliment moyen);2,43;;8331
20816;Giraumon (variété locale), pulpe, râpé, cru, prélevé à la Martinique;2,42;;20816
18057;"Boisson préparée à partir de boisson concentrée à diluer, non sucrée, avec édulcorants, type ""sirop 0%"", diluée dans l'eau";2,42;;18057
20023;Céleri branche, cru;2,41;;20023
30300;Saucisson sec;2,41;;30300
12819;Fromage de chèvre à tartiner, nature;2,41;;12819
2007;Jus de citron, maison;2,41;;2007
11065;Vanille, extrait alcoolique;2,41;;11065
20012;Salade ou chicorée frisée, crue;2,4;;20012
20073;Asperge, pelée, crue;2,4;;20073
8300;Pâté de foie de porc, supérieur;2,4;;8300
11304;Fond de veau, préemballé;2,4;;11304
20053;Aubergine, crue;2,39;;20053
11109;Sauce vinaigrette allégée en MG (25 à 50% d'huile), préemballée;2,39;;11109
20029;"Haricot mungo germé ou pousse de ""soja"", appertisé, égoutté";2,36;;20029
20086;Poivron vert, cuit;2,36;;20086
20205;Brocoli, surgelé, cuit;2,36;;20205
20065;Chou-rave, cru;2,35;;20065
8321;Foie gras, canard, entier, cuit;2,32;;8321
20155;Artichaut, coeur, appertisé, égoutté;2,31;;20155
18151;Café au lait, café crème ou cappuccino, instantané ou non, non sucré, prêt à boire;2,31;;18151
20103;Champignon, chanterelle ou girolle, crue;2,3;;20103
21516;Agneau, côte filet, crue;2,3;;21516
13177;Chayote ou christophine ou chouchou, bouillie/cuite à l'eau;2,29;;13177
22508;Omelette aux champignons;2,28;;22508
10042;Escargot en sauce au beurre persillé, préemballé, cuit;2,26;;10042
20059;Épinard, cru;2,25;;20059
26097;Maquereau, filet au vin blanc, appertisé, égoutté;2,25;;26097
20210;Concombre, pulpe, cru;2,23;;20210
20327;Poireau, bouilli/cuit à l'eau;2,23;;20327
25141;Poisson blanc à la marinière (sauce aux oignons, vin blanc, moules), préemballé;2,2;;25141
20199;Cresson alénois, cru;2,2;;20199
20280;Chou romanesco ou brocoli à pomme, cru;2,2;;20280
40105;Foie, génisse, cuit;2,2;;40105
11021;Moutarde à l'ancienne;2,2;;11021
25972;Soupe miso, déshydratée reconstituée;2,18;;25972
20230;Courgette, pulpe et peau, surgelée, crue;2,18;;20230
19801;Lait fermenté à boire, nature, maigre;2,18;;19801
18901;Boisson au soja, nature, enrichie en calcium, préemballée;2,18;;18901
10001;Calmar ou calamar ou encornet, cru;2,17;;10001
20016;Chou-fleur, cru;2,13;;20016
20217;Roquette, crue;2,1;;20217
36005;Poulet, viande et peau, rôti/cuit au four;2,1;;36005
8323;Foie gras, canard, bloc, sans morceaux;2,1;;8323
30317;Chorizo supérieur, doux ou fort, type charcuterie en tranches;2,1;;30317
25566;Brochette de porc, crue;2,1;;25566
36035;Poulet, manchons marinés, rôtis/cuits au four;2,1;;36035
11003;Ciboule ou Ciboulette, fraîche;2,1;;11003
25200;Palette à la diable, préemballée;2,08;;25200
28922;Dés, allumettes, râpé ou haché de jambon;2,08;;28922
12800;Fromage de chèvre frais, au lait pasteurisé (type bûchette fraîche);2,08;;12800
20062;Haricot vert, appertisé, égoutté;2,07;;20062
19693;Dessert au soja, nature, non sucré, non enrichi, fermenté, préemballé;2,05;;19693
12805;Fromage de chèvre frais, au lait pasteurisé ou cru (type crottin frais ou bûchette fraîche);2,05;;12805
20279;Asperge, verte, crue;2,03;;20279
20290;Chou romanesco ou brocoli à pomme, cuit;2,03;;20290
12804;Fromage de chèvre frais, au lait cru (type palet ou crottin frais);2,03;;12804
11214;"Préparation culinaire à base de soja, type ""crème de soja""";2,03;;11214
58103;Gombo, fruit, cuit;2,01;;58103
25103;Tomate farcie;2;;25103
25106;Chou farci, préemballé;2;;25106
20234;Navet, surgelé, cru;2;;20234
36004;Poulet, cuisse, viande et peau, rôtie/cuite au four;2;;36004
8325;Foie gras, canard, bloc, 50% de morceaux;2;;8325
28504;Lardon nature, cuit;2;;28504
26232;Hareng fumé, à l'huile;2;;26232
8081;Rillettes de saumon, préemballées;2;;8081
19805;Lait fermenté à boire, nature, au lait entier;1,99;;19805
22509;Omelette aux fines herbes;1,98;;22509
26260;Salade de concombre à la crème/fromage blanc, préemballée;1,97;;26260
8316;Pâté de foie de volaille;1,96;;8316
20317;Fenouil, cuit à l'étouffée;1,94;;20317
26086;Maquereau, filet sauce tomate, appertisé, égoutté;1,94;;26086
19415;Crème de lait, 30% MG, semi-épaisse, UHT;1,94;;19415
40059;Coeur, agneau, cuit;1,93;;40059
28911;Épaule de porc, cuite, choix, découennée dégraissée;1,93;;28911
20069;Chou vert, cru;1,92;;20069
20188;Bambou, pousses, appertisées, égouttées;1,9;;20188
20048;Tomate, pelée, appertisée, égouttée;1,89;;20048
20010;Champignon, tout type, cru;1,88;;20010
10007;Crevette, cuite;1,87;;10007
5020;Cidre traditionnel;1,87;;5020
40119;Foie, porc, cru;1,85;;40119
20311;Chou vert, bouilli/cuit à l'eau;1,83;;20311
30131;Saucisse de volaille, type Knack;1,82;;30131
20020;Courgette, pulpe et peau, crue;1,8;;20020
40062;Coeur, veau, cru;1,8;;40062
30155;Merguez, boeuf et mouton, cuite;1,8;;30155
30301;Saucisson sec pur porc;1,79;;30301
30304;Rosette ou Fuseau;1,79;;30304
10025;Crabe ou Tourteau, bouilli/cuit à l'eau;1,79;;10025
20123;Batavia, crue;1,78;;20123
30311;Saucisson sec aux noix et/ou noisettes;1,78;;30311
10048;Pecten d'Amérique ou Peigne du canada, noix, crue;1,78;;10048
12320;Fromage fondu double crème, environ 31% MG;1,78;;12320
40207;Langue, agneau, crue;1,75;;40207
20299;Asperge verte, bouillie/cuite à l'eau;1,73;;20299
20054;Cardon, cru;1,7;;20054
20057;Brocoli, cru;1,7;;20057
20296;Brèdes chou de Chine ou bok choy ou pak choï, tiges et feuilles, cuites à la vapeur, prélevées à La Réunion (Brassica rapa subsp. Chinensis);1,7;;20296
28910;Jambon cuit, choix;1,7;;28910
30309;Saucisse sèche;1,7;;30309
5201;Vin blanc mousseux;1,7;;5201
11302;Sauce à l'oseille, préemballée;1,7;;11302
2030;Jus de citron vert, maison;1,69;;2030
20167;Chou chinois ou pak-choi ou pé-tsai, cru;1,65;;20167
30302;Saucisson sec pur porc, qualité supérieure;1,65;;30302
8082;Rillettes de thon, préemballées;1,65;;8082
10037;Calmar ou calamar ou encornet, bouilli/cuit à l'eau;1,64;;10037
20004;Bette ou blette, crue;1,63;;20004
20277;Asperge blanche, bouillie/cuite à l'eau;1,63;;20277
30700;Saucisson à l'ail;1,63;;30700
22502;Oeuf, brouillé, avec matière grasse;1,62;;22502
28913;Jambon cuit, choix, découenné dégraissé;1,61;;28913
20111;Oseille, crue;1,6;;20111
20139;Courge, crue;1,6;;20139
20162;Chicorée rouge, crue;1,6;;20162
20017;Chou-fleur, cuit;1,6;;20017
30351;Salami pur porc;1,6;;30351
5216;Vin rosé;1,6;;5216
28929;Dés, allumettes, râpé ou haché de jambon de volaille;1,58;;28929
8350;Galantine (aliment moyen);1,57;;8350
20204;Brocoli, surgelé, cru;1,56;;20204
13009;Citron, pulpe, cru;1,56;;13009
30352;Salami porc et boeuf;1,56;;30352
30730;Cervelas;1,56;;30730
30790;Mortadelle, pur porc;1,55;;30790
20045;Radis rouge, cru;1,53;;20045
10024;Langoustine, crue;1,53;;10024
20906;Tofu soyeux, préemballé;1,53;;20906
25540;Brochette de crevettes;1,5;;25540
20114;Champignon, pleurote, crue;1,5;;20114
25604;Salade verte, crue, sans assaisonnement;1,5;;25604
8211;Pâté ou terrine de campagne;1,5;;8211
26119;Saumon, appertisé, égoutté;1,5;;26119
26275;Oeufs de saumon, semi-conserve;1,5;;26275
25999;Anchois, filets roulés aux câpres, semi-conserve, égoutté;1,48;;25999
13047;Rhubarbe, tige, crue;1,47;;13047
30900;Charcuterie (aliment moyen);1,47;;30900
10006;Crevette grise, cuite;1,47;;10006
30746;Saucisse cocktail;1,46;;30746
22507;Omelette aux lardons;1,46;;22507
6003;Boeuf, basse-côte, crue;1,45;;6003
8201;Pâté au poivre vert;1,45;;8201
18025;Kombucha, préemballé;1,45;;18025
20076;Asperge, appertisée, égouttée;1,43;;20076
20301;Bette ou blette, côte et feuille, bouillie/cuite à l'eau;1,43;;20301
12060;Fromage type feta, au lait de vache;1,42;;12060
8328;Foie gras de canard, cru;1,41;;8328
26262;Salade grecque, avec sauce, préemballée;1,4;;26262
20021;Courgette, pulpe et peau, cuite;1,4;;20021
28917;Rond de jambon cuit;1,4;;28917
30789;Mortadelle;1,4;;30789
22070;Oeuf d'oie, cru;1,4;;22070
12340;Spécialité fromagère non affinée environ 20% MG, type fromage en barquette à tartiner ou coque fromagère;1,4;;12340
18305;Boisson plate aux fruits (10 à 50% de jus), non sucrée, avec édulcorants;1,4;;18305
25586;Brochette de volaille, cuite;1,39;;25586
28963;Jambon de poulet ou Blanc de poulet en tranche;1,39;;28963
30742;Saucisse de Strasbourg ou Knack;1,39;;30742
18051;Boisson gazeuse aux fruits (de 10 à 50% de jus), non sucrée, avec édulcorants;1,39;;18051
20078;Céleri branche, appertisé, égoutté;1,38;;20078
21525;Agneau, côte découverte, crue;1,38;;21525
26035;Sardine, sauce tomate, appertisée, égouttée;1,38;;26035
40601;Abat, cuit (aliment moyen);1,36;;40601
30366;Salami type danois;1,35;;30366
18004;Café, non instantané, non sucré, prêt à boire;1,35;;18004
25930;Bouillon de boeuf, déshydraté reconstitué;1,33;;25930
20031;Laitue, crue;1,33;;20031
22009;Oeuf, jaune (jaune d'oeuf), cuit;1,31;;22009
22060;Oeuf de cane, cru;1,31;;22060
18220;Citron ou Lime, spécialité à diluer pour boissons, sans sucres ajoutés;1,31;;18220
30701;Saucisson cuit pur porc;1,3;;30701
10022;Langouste, bouillie/cuite à l'eau;1,3;;10022
28964;Jambon de dinde ou Blanc de dinde en tranche;1,29;;28964
10008;Escargot, cru;1,29;;10008
28976;Rôti de volaille en salaison, cuit;1,28;;28976
30134;Saucisse de Francfort;1,24;;30134
2031;Jus de citron vert, pur jus;1,24;;2031
20005;Bette ou blette, cuite;1,23;;20005
20302;Brocoli, bouilli/cuit à l'eau, croquant;1,23;;20302
25175;Meloukhia, plat à base de boeuf et corete, fait maison;1,2;;25175
20171;Laitue romaine, crue;1,2;;20171
20024;Céleri branche, cuit;1,2;;20024
30130;Saucisse de volaille, façon charcutière;1,19;;30130
30797;Mortadelle pistachée pur porc;1,16;;30797
10036;Huître plate, crue;1,16;;10036
18071;Café expresso, non instantané, non sucré, prêt à boire;1,16;;18071
10045;Coquille Saint-Jacques, noix, crue;1,15;;10045
40108;Foie, volaille, cru;1,13;;40108
40407;Rognon, agneau, cru;1,13;;40407
22080;Oeuf de dinde, cru;1,13;;22080
22008;Oeuf, blanc (blanc d'oeuf), cuit;1,12;;22008
19556;Yaourt au lait de chèvre, nature, 5% MG environ;1,12;;19556
20283;Salicorne (Salicornia sp.), fraîche;1,1;;20283
20006;Brocoli, cuit;1,1;;20006
40111;Foie, poulet, cru;1,1;;40111
40404;Rognon, porc, cru;1,1;;40404
26142;Foie de morue, appertisé, égoutté;1,1;;26142
19694;Dessert au soja, nature, non sucré, enrichi en calcium, fermenté, préemballé;1,1;;19694
26096;Maquereau, filet sauce moutarde, appertisé, égoutté;1,09;;26096
22002;Oeuf, jaune (jaune d'oeuf), cru;1,09;;22002
18155;Thé vert, infusé, non sucré;1,09;;18155
28925;Jambon cuit, de Paris, découenné dégraissé;1,08;;28925
22014;Oeuf, à la coque;1,08;;22014
10015;Langouste, crue;1,07;;10015
26040;Sardine, à l'huile d'olive, appertisée, égouttée;1,06;;26040
20122;Chou-fleur, surgelé, cuit;1,05;;20122
30350;Salami;1,05;;30350
1027;Spécialité végétale type fromage à tartiner, au soja, préemballée;1,05;;1027
20295;Salade feuille de chêne, crue;1,03;;20295
20303;Brocoli, bouilli/cuit à l'eau, fondant;1,03;;20303
28906;Jambon cuit, supérieur, découenné dégraissé;1,03;;28906
8026;Rillettes de canard;1,03;;8026
8406;Museau de porc vinaigrette;1,02;;8406
25505;Brochette de boeuf;1,02;;25505
25506;Brochette mixte de viande;1,02;;25506
28501;Lardon nature, cru;1,01;;28501
26179;Thon germon ou thon blanc, à l'huile d'olive, appertisé, égoutté;1,01;;26179
22505;Oeuf, au plat, sans matière grasse;1,01;;22505
20158;Tétragone cornue, cuite;1;;20158
28850;Coppa;1;;28850
30104;Saucisse de Morteau;1;;30104
30105;Saucisse de Montbéliard;1;;30105
30110;Saucisse de Toulouse, crue;1;;30110
30115;Chipolata, crue;1;;30115
30764;Saucisse de jambon pur porc;1;;30764
8550;Andouillette, à cuire;1;;8550
8551;Andouillette, sautée/poêlée;1;;8551
25610;Museau de boeuf en vinaigrette;1;;25610
28860;Viande des Grisons;1;;28860
30731;Cervelas obernois;1;;30731
8083;Rillettes de maquereau, préemballées;1;;8083
26004;Oeufs de lompe, semi-conserve;1;;26004
1011;Apéritif anisé sans alcool;1;;1011
1023;Eau de vie de vin, type armagnac, cognac;1;;1023
11205;Sauce rouille, préemballée;1;;11205
20000;Artichaut, cuit;0,99;;20000
8030;Rillettes d'oie;0,99;;8030
16414;Beurre ou assimilé à teneur en matière grasse inconnue, doux (aliment moyen);0,99;;16414
28801;Jambon cru, fumé;0,98;;28801
10018;Poulpe, cru;0,97;;10018
11069;Sauge, fraîche;0,97;;11069
28720;Lardon fumé, cru;0,96;;28720
18021;Boisson plate aux fruits, (à moins de 10% de jus), non sucrée, avec édulcorants;0,96;;18021
18353;Boisson énergisante, non sucrée, avec édulcorants;0,95;;18353
10010;Homard, cru;0,94;;10010
20060;Épinard, appertisé, égoutté;0,93;;20060
11090;Vinaigre de cidre;0,93;;11090
21521;Agneau, côte ou côtelette, crue (aliment moyen);0,92;;21521
15029;Luzerne, graine germée;0,91;;15029
28901;Jambon cuit, supérieur, avec couenne;0,91;;28901
26037;Saumon fumé;0,91;;26037
20022;Cresson de fontaine, cru;0,9;;20022
40204;Langue, veau, crue;0,9;;40204
40402;Rognon, boeuf, cru;0,9;;40402
30176;Saucisse de foie;0,9;;30176
16400;Beurre à 82% MG, doux;0,9;;16400
20083;Épinard, surgelé, cru;0,89;;20083
30780;Saucisse (aliment moyen);0,88;;30780
11094;Coriandre, fraiche;0,87;;11094
25539;Brochette de poisson;0,86;;25539
36206;Canard, magret, cru;0,85;;36206
22001;Oeuf, blanc (blanc d'oeuf), cru;0,85;;22001
13004;Avocat, pulpe, cru;0,83;;13004
20228;Champignon de Paris ou champignon de couche, surgelé, cru;0,83;;20228
20001;Asperge, bouillie/cuite à l'eau;0,81;;20001
28900;Jambon cuit, supérieur;0,81;;28900
10030;Écrevisse, crue;0,81;;10030
20118;Fenouil, bouilli/cuit à l'eau;0,8;;20118
40003;Cervelle, agneau, cuite;0,8;;40003
40116;Foie, poulet, cuit;0,8;;40116
36301;Dinde, viande, crue;0,8;;36301
40002;Cervelle, agneau, crue;0,8;;40002
40600;Sang, boeuf, cru;0,8;;40600
30005;Chipolata, cuite;0,8;;30005
28725;Lardon fumé, cuit;0,8;;28725
25504;Brochette de volaille;0,8;;25504
11176;Gelée au madère;0,8;;11176
28803;Jambon cuit, fumé;0,79;;28803
28502;Poitrine de porc, fumée, crue;0,79;;28502
6240;Boeuf, collier, cru;0,78;;6240
10003;Coquille Saint-Jacques, noix et corail, crue;0,78;;10003
11004;Cornichon, au vinaigre;0,78;;11004
28902;Jambon cuit, supérieur, découenné;0,77;;28902
28800;Jambon cru;0,76;;28800
28845;Jambon sec Serrano;0,76;;28845
26180;Thon à l'huile de tournesol, entier, appertisé, égoutté;0,76;;26180
20221;Chou chinois (pak-choi ou pé-tsai), cuit;0,75;;20221
28003;Porc, longe, crue;0,75;;28003
28858;Pancetta ou Poitrine roulée sèche;0,75;;28858
28550;Poitrine de porc demi-sel;0,75;;28550
19590;Mozzarella au lait de vache;0,75;;19590
6564;Veau, viande, cuite (aliment moyen);0,74;;6564
28907;Jambon cuit, supérieur, à teneur réduite en sel;0,74;;28907
10038;Crevette, surgelée, crue;0,74;;10038
22501;Oeuf, au plat, frit, salé;0,74;;22501
22011;Oeuf, poché;0,71;;22011
8602;Tripes à la mode de Caen, préemballées;0,7;;8602
20079;Champignon de Paris ou champignon de couche, appertisé, égoutté;0,7;;20079
36030;Poulet, cuisse, viande, bouilli/cuit à l'eau;0,7;;36030
36600;Pigeon, cru;0,7;;36600
40052;Coeur, boeuf, cru;0,7;;40052
40054;Coeur, poulet, cru;0,7;;40054
28727;Filet de bacon;0,7;;28727
8373;Roulade de porc pistachée;0,7;;8373
30791;Mortadelle, porc et boeuf;0,7;;30791
18900;Boisson au soja, nature, non enrichie, préemballée;0,7;;18900
16410;Beurre à 60-62% MG, à teneur réduite en matière grasse, doux;0,7;;16410
27029;Truite d'élevage, fumée;0,69;;27029
18107;Boisson à l'amande, nature, non sucrée, non enrichie, préemballée;0,68;;18107
16403;Beurre à 80% MG, salé;0,68;;16403
34001;Lapin, viande crue;0,66;;34001
34500;Grenouille, cuisse, crue;0,66;;34500
25948;Bouillon de légumes, déshydraté reconstitué;0,65;;25948
28301;Porc, rôti, cuit;0,65;;28301
12066;Feta AOP;0,65;;12066
28811;Jambon de Bayonne;0,63;;28811
6204;Boeuf, onglet, cru;0,62;;6204
26231;Sardine, filets sans arêtes à l'huile d'olive, appertisés, égouttés;0,62;;26231
11018;Vinaigre;0,62;;11018
13147;Olives vertes, fourrées ou farcies (anchois, poivrons, etc.);0,61;;13147
8612;Tripes à la tomate ou à la provençale;0,6;;8612
28105;Porc, carré, cuit;0,6;;28105
6111;Boeuf, faux-filet, cru;0,6;;6111
28400;Porc, travers, cru;0,6;;28400
6900;Cheval, viande, crue;0,6;;6900
40700;Gésier, poulet, cru;0,6;;40700
30050;Chair à saucisse, crue;0,6;;30050
28530;Oreille de porc demi-sel;0,6;;28530
30705;Saucisson de Paris;0,6;;30705
30706;Saucisson de Paris, fumé;0,6;;30706
18070;Café décaféiné, non instantané, non sucré, prêt à boire;0,6;;18070
16743;Matière grasse mélangée (végétale et laitière) à 50-63% MG;0,6;;16743
16744;Matière grasse mélangée (végétale et laitière) à 50-63% MG, demi-sel;0,6;;16744
6521;Veau, escalope, crue;0,58;;6521
26181;Thon albacore ou thon jaune, au naturel, appertisé, égoutté;0,58;;26181
6160;Boeuf, tende de tranche, crue;0,57;;6160
10031;Écrevisse, cuite;0,56;;10031
12999;Fromage (aliment moyen);0,56;;12999
25538;Carpaccio de boeuf, avec marinade;0,55;;25538
28912;Jambon cuit, choix, avec couenne;0,55;;28912
8111;Canard, magret fumé;0,55;;8111
25995;Maquereau, filet grillé, appertisé, nature, égoutté;0,55;;25995
16402;Beurre à 80% MG, demi-sel;0,55;;16402
16413;Beurre à teneur en matière grasse inconnue (allégé ou non), demi-sel (aliment moyen);0,55;;16413
22010;Oeuf, dur;0,52;;22010
20121;Épinard, surgelé, cuit;0,51;;20121
36304;Dinde, escalope, crue;0,51;;36304
10016;Seiche, crue;0,51;;10016
25947;Bouillon de volaille, déshydraté reconstitué;0,5;;25947
25063;Lapin à la moutarde, préemballé;0,5;;25063
20099;Mâche, crue;0,5;;20099
20163;Chicorée verte, crue;0,5;;20163
20027;Épinard, cuit;0,5;;20027
6531;Veau, filet, rôti/cuit au four;0,5;;6531
36308;Dinde, escalope, rôtie/cuite au four;0,5;;36308
34002;Lapin, viande cuite;0,5;;34002
28300;Porc, rôti, cru;0,5;;28300
36101;Caille, viande, crue;0,5;;36101
40006;Cervelle, veau, crue;0,5;;40006
40205;Langue, porc, crue;0,5;;40205
8552;Andouillette de Troyes, à cuire;0,5;;8552
26013;Hareng fumé, au naturel;0,5;;26013
12325;Cancoillotte (spécialité fromagère fondue);0,5;;12325
16404;Beurre à 82% MG, doux, tendre;0,5;;16404
16411;Beurre à 60-62% MG, à teneur réduite en matière grasse, demi-sel;0,5;;16411
8040;Rillettes de poulet;0,49;;8040
